file_path,file_type,likely_experiment,likely_use,contains_accuracy,contains_precision_recall_f1,contains_latency,contains_resource,contains_hls_tripcount,contains_kernel_latency,contains_full_application_latency,contains_sparsity_info,usable_for_paper,notes
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mac_muladd_16s_9s_19s_24_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mac_muladd_16s_16s_30ns_30_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mac_muladd_16s_10s_26ns_26_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mul_mul_9s_16s_25_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mul_mul_11s_16s_27_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mul_mul_24s_16s_30_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/coregen/imgds_linear_dense_q16_mac_muladd_16s_7ns_24s_25_4_1.h,h,ESLA,implementation_evidence,no,no,no,yes,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/driver/src/ximgds_linear_dense_q16_hw.h,h,ESLA,implementation_evidence,no,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/.autopilot/db/driver/src/ximgds_linear_dense_q16.h,h,ESLA,implementation_evidence,no,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/ip/vivado.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/misc/logo.png,png,ESLA,figure_candidate,no,no,no,no,no,no,no,no,no,archived duplicate/read-only; tool logo; not a paper result
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/ip/misc/logo.png,png,ESLA,figure_candidate,no,no,no,no,no,no,no,no,no,archived duplicate/read-only; tool logo; not a paper result
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/ip/drivers/imgds_linear_dense_q16_v1_0/src/ximgds_linear_dense_q16_hw.h,h,ESLA,implementation_evidence,no,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/ip/drivers/imgds_linear_dense_q16_v1_0/src/ximgds_linear_dense_q16.h,h,ESLA,implementation_evidence,no,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/misc/drivers/imgds_linear_dense_q16_v1_0/src/ximgds_linear_dense_q16_hw.h,h,ESLA,implementation_evidence,no,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/impl/misc/drivers/imgds_linear_dense_q16_v1_0/src/ximgds_linear_dense_q16.h,h,ESLA,implementation_evidence,no,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_211_5_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_219_6_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/layer_norm_q16_Pipeline_VITIS_LOOP_53_2_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_161_13_VITIS_LOOP_163_14_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_281_5_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/layer_norm_q16_1_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/layer_norm_q16_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_151_12_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_268_4_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_123_6_VITIS_LOOP_125_7_VITIS_LOO_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_199_3_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/layer_norm_q16_Pipeline_VITIS_LOOP_47_1_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_286_6_VITIS_LOOP_288_7_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_110_5_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_98_2_VITIS_LOOP_100_3_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_140_10_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/layer_norm_q16_Pipeline_VITIS_LOOP_65_3_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/imgds_linear_dense_q16_Pipeline_VITIS_LOOP_248_3_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/syn/report/linear_attention_q16_sparse_Pipeline_VITIS_LOOP_174_16_csynth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,yes,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/q16_s10_attn_sparse/solution1/csim/report/imgds_linear_dense_q16_csim.log,log,ESLA,run_log,yes,no,no,no,no,no,no,no,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_utilization_placed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_route_status.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,no,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_power_routed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,no,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_io_placed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,no,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_clock_utilization_routed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_timing_summary_routed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_methodology_drc_routed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_bus_skew_routed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,no,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_drc_routed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_control_sets_placed.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,no,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_drc_opted.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_xbar_0_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_xbar_0_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_xbar_0_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_processing_system7_0_0_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_processing_system7_0_0_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_processing_system7_0_0_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_us_0_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_us_0_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_us_0_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_pc_1_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_pc_1_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_pc_1_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_rst_ps7_0_100M_0_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_rst_ps7_0_100M_0_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_rst_ps7_0_100M_0_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_pc_0_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_pc_0_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_pc_0_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_imgds_linear_dense_q16_0_0_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_imgds_linear_dense_q16_0_0_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_imgds_linear_dense_q16_0_0_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_us_1_synth_1/runme.log,log,ESLA,run_log,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
results/archive_before_real_event_sparse/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_us_1_synth_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_auto_us_1_utilization_synth.rpt,rpt,ESLA,HLS_or_Vivado_evidence,no,no,no,yes,no,no,no,yes,no,archived duplicate/read-only
